"","Proveedor","Rut_RBD","Id_Reg","Id_Prov","Id_Com","Región","Provincia","Comuna","Raz_Soc","Dirección","Fono","Mail","Web","SIGLA_SEDE","Tipo_Insti","Clas_CFT_I","Area","Dependenci","Rut_Sost","Sostenedor","Niv_Ens","Esp_concat","Sigla","Nom_Establ","Coor_OTEC","Fono_OTEC","Enc_Establ","Fono_Estab","Clas_Prove","Cla_Ot_RN","Cla_Ot_RE","Cla_cft_IP","Cla_LTP","LAT_Y_2018","LON_X_2018","F36","OBJECTID","geometry"
"506","Liceos Técnicos Profesionales","10792",13,135,13501,"Metropolitana","Melipilla","Melipilla","Liceo Poliv. El Bollenar","Avenida Valparaiso 300","228 311 474","liceobollenar@gmail.com"," "," "," "," ","RURAL","Municipal","71293900","Corporacion Municipal De Melipilla"," ","Contabilidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.56793,-71.211647," ",984,c(-71.2116467004348, -33.5679298801598)
"507","Liceos Técnicos Profesionales","9332",13,131,13110,"Metropolitana","Santiago","La Florida","Colegio Santa Patricia De La Florida","Concordia 4280","222 899 990","patricio.varelah@gmail.com","colegiosantapatricia.cl"," "," "," ","URBANO","Particular Subvencionado","76049929","Sociedad Santa Patricia Limitada"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.567441,-70.596247," ",985,c(-70.5962474897298, -33.5674408800925)
"508","Liceos Técnicos Profesionales","10773",13,136,13604,"Metropolitana","Talagante","Padre Hurtado","Complejo Educ.Part. Luis Pasteur","El Trebol 885","228 114 672","luispasteurcep@gmail.com","cepluispasteur.cl"," "," "," ","URBANO","Particular Subvencionado","65112425","Corporacion Educacional Pedro Adrian Mebold"," ","Contabilidad- Administración- Mecánica Automotriz- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.565702,-70.796614," ",986,c(-70.7966139702585, -33.5657017198585)
"509","Liceos Técnicos Profesionales","25779",13,131,13112,"Metropolitana","Santiago","La Pintana","Colegio Poliv. Cardenal Jose Maria Caro","San Leandro 368","225 415 225","cardenal.caro@yahoo.es","www.beleneduca.cl"," "," "," ","URBANO","Particular Subvencionado","74805100","Fundacion Educacion Belen"," ","Administración- Electrónica- Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.564444,-70.625138," ",987,c(-70.6251382599227, -33.5644444199739)
"510","Liceos Técnicos Profesionales","24946",13,131,13112,"Metropolitana","Santiago","La Pintana","Colegio Jorge Huneeus Zegers","Avda. Santa Rosa 10934, Parcela 31","228 764 300","direccion_huneeus@hotmail.com","www.colegiohuneeus.cl"," "," "," ","URBANO","Particular Subvencionado","76367562","Sociedad Educacional Huneeus E Hijos Compañia Ltda."," ","Contabilidad- Atención de Párvulos- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.564349,-70.630145," ",988,c(-70.630144860397, -33.5643491700781)
"511","Liceos Técnicos Profesionales","25824",13,131,13112,"Metropolitana","Santiago","La Pintana","Liceo Sergio Silva Bascunan","Avda. Observatorio 1885","225 467 584","relgueta@ssb.coreduc.cl","www.coreduc.cl"," "," "," ","URBANO","Particular Subvencionado","70912300","Corp.Educacional De La Construccion"," ","Administración- Refrigeración y Climatización- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-33.564345,-70.64427," ",989,c(-70.6442700198455, -33.5643449801367)
"512","Liceos Técnicos Profesionales","10470",13,132,13201,"Metropolitana","Cordillera","Puente Alto","Liceo Munic.Ing.Militar Juan Mackena O.","Camilo Henriquez 3910","222 310 896","makarenna.bustiman@cmpuentealto.cl"," "," "," "," ","URBANO","Municipal","70856400","Corp Munic Educ Salud Y At Men Pte Alto"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.563267,-70.554719," ",990,c(-70.5547188597875, -33.5632668198078)
"513","Liceos Técnicos Profesionales","10749",13,136,13604,"Metropolitana","Talagante","Padre Hurtado","Liceo Paul Harris","1ª Transversal,Santa Rosa De Chena 420","228 111 165","liceopaulharris@educacion.mph.cl"," "," "," "," ","URBANO","Municipal","69261400","Ilustre Municipalidad De Padre Hurtado"," ","Mecánica Automotriz- Electricidad- Asistencia en Geología- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.563123,-70.796467," ",991,c(-70.7964670003518, -33.5631232196608)
"514","Liceos Técnicos Profesionales","12111",13,134,13401,"Metropolitana","Maipo","San Bernardo","Colegio Poliv. Pdte. Jose Manuel Balmaceda","El Vergel 11840","225 281 312","cpjmbalm@ctcinternet.cl","www.colegiopresidentebalmaceda.cl"," "," "," ","URBANO","Particular Subvencionado","77562120","Sociedad Educacional Balmaceda S.A"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.560124,-70.712577," ",992,c(-70.7125770698759, -33.5601244896534)
"515","Liceos Técnicos Profesionales","9328",13,131,13110,"Metropolitana","Santiago","La Florida","Colegio Poliv. San Sebastian De La Florida","San Jorge 345","222 899 514","olave_castillo@yahoo.es","colegiosansebastiandelaflorida.cl"," "," "," ","URBANO","Particular Subvencionado","77486480","Soc. Educacional Guajardo Aravena Y Olave Ltd"," ","Contabilidad- Administración- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.558914,-70.578675," ",993,c(-70.5786751497383, -33.5589135803974)
"516","Liceos Técnicos Profesionales","25082",13,131,13112,"Metropolitana","Santiago","La Pintana","Colegio Tecnico Profesional Aprender","Santo Tomas 0963","225 160 064","j.elena.ortiz@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","65068370","Corporacion Educacional Aprender"," ","Contabilidad- Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.557085,-70.617837," ",994,c(-70.617836639949, -33.5570848998482)
"517","Liceos Técnicos Profesionales","25220",13,131,13111,"Metropolitana","Santiago","La Granja","Colegio Alma Mater","La Parcelas 10544","226 076 201","almamater@edutec.cl","www.redalmamater.cl"," "," "," ","URBANO","Particular Subvencionado","79525150","Sociedad Educacional Edutec Limitada"," ","Contabilidad- Servicio de Turismo"," "," "," "," "," "," ",3," "," ",0,"1",-33.556794,-70.61991," ",995,c(-70.6199095197085, -33.5567944098341)
"518","Liceos Técnicos Profesionales","26501",13,131,13111,"Metropolitana","Santiago","La Granja","Liceo La Granja","Sofía Eastman De Hunneus 10411","225 430 783","ltp.granjasur@gmail.com"," "," "," "," ","URBANO","Municipal","69072400","Ilustre Municipalidad De La Granja"," ","Electrónica- Química Industrial"," "," "," "," "," "," ",3," "," ",0,"1",-33.555622,-70.62818," ",996,c(-70.628180000007, -33.5556219996555)
"519","Liceos Técnicos Profesionales","9637",13,131,13111,"Metropolitana","Santiago","La Granja","Colegio Christian Garden School","Sofia Eastman De Hunneus 10279","225 411 639","secretaria@christiangarden.cl"," "," "," "," ","URBANO","Particular Subvencionado","6328844","Atilio Mario Quezada Olivares"," ","Contabilidad- Administración- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.555123,-70.628181," ",997,c(-70.6281811898101, -33.555122839947)
"520","Liceos Técnicos Profesionales","9347",13,131,13110,"Metropolitana","Santiago","La Florida","Centro Educacional La Florida","Avenida San Jose De La Estrella 364","222 814 519","pfuentesv@gmail.com","www.andrew.cl"," "," "," ","URBANO","Particular Subvencionado","77509280","Sociedad Educacional Andrew Carnagie College"," ","Contabilidad- Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.553648,-70.589451," ",998,c(-70.5894505800802, -33.5536478402756)
"521","Liceos Técnicos Profesionales","25645",13,131,13105,"Metropolitana","Santiago","El Bosque","Colegio Part. Ntra. Sra. Maria Inmaculada Del","Luis Barros Borgono 92","225 487 078","csozamac@hotmail.com","www.liceonsmariainmaculada.cl"," "," "," ","URBANO","Particular Subvencionado","76164916","Soc. Ed. Ntra. Sra. María Inm. Del Bosque R.L"," ","Administración- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.552229,-70.674773," ",999,c(-70.6747734003721, -33.5522292496801)
"522","Liceos Técnicos Profesionales","10573",13,131,13105,"Metropolitana","Santiago","El Bosque","Centro Educacional Matias Cousino","Luis Barros Borgoño 263","225 589 915","matiasbos767@yahoo.es"," "," "," "," ","URBANO","Municipal","69255300","Ilustre Municipalidad El Bosque"," ","Electrónica- Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.550548,-70.676364," ",1000,c(-70.6763641302004, -33.5505484095814)
"523","Liceos Técnicos Profesionales","9601",13,131,13131,"Metropolitana","Santiago","San Ramón","Centro Educacional Municipal San Ramon","Almirante Latorre 9701","225 417 039","cemsanramon@gmail.com"," "," "," "," ","URBANO","Municipal","69253900","Ilustre Municipalidad De San Ramon"," ","Construcción- Electricidad- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.549771,-70.64463," ",1001,c(-70.6446302396938, -33.5497714304071)
"524","Liceos Técnicos Profesionales","9688",13,131,13105,"Metropolitana","Santiago","El Bosque","Liceo Juan Gomez Millas","Gran Avda.J.M.Carrera 9740","225 581 625","liceojgm@hotmail.com"," "," "," "," ","URBANO","Municipal","69255300","Ilustre Municipalidad El Bosque"," ","Administración- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.54948,-70.671103," ",1002,c(-70.6711027104217, -33.5494800095947)
"525","Liceos Técnicos Profesionales","2064",5,56,5603,"Valparaíso","San Antonio","Cartagena","Liceo Poeta Vicente Huidobro","Casanova 660","352 450 309","lpvh@educarchile.cl"," "," "," "," ","URBANO","Municipal","69073600","Ilustre Municipalidad De Cartagena"," ","Administración- Gastronomía- Operación Portuaria- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.548392,-71.599288," ",1003,c(-71.5992878698393, -33.5483914998678)
"526","Liceos Técnicos Profesionales","11994",13,131,13111,"Metropolitana","Santiago","La Granja","Liceo Polivalente Bahia Darwin","Manuel Rodriguez 547","225 411 127","infobahiadarwin@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","77254020","Soc. Educ. Bahia Darwin Ltda."," ","Gráfica- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.544219,-70.626367," ",1004,c(-70.62636681028, -33.5442189396523)
"527","Liceos Técnicos Profesionales","9829",13,131,13109,"Metropolitana","Santiago","La Cisterna","Colegio Miguel De Cervantes","Vicuna Mackenna 888","225 590 050","arielsanchezpiffaut@hotmail.com","colegiomdecervantes.cl"," "," "," ","URBANO","Particular Subvencionado","76065547","Sociedad Educacional Sanchez Y Contrera Limitada"," ","Contabilidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.544128,-70.655828," ",1005,c(-70.6558274997393, -33.5441276998334)
"528","Liceos Técnicos Profesionales","25995",13,131,13109,"Metropolitana","Santiago","La Cisterna","Centro Politec. Carlos Condell De La Cisterna","Vicuna Mackenna 435","224 161 425","luisibarv@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","76139239","Sociedad Educacional Carlos Condell S.A."," ","Mecánica Automotriz- Dibujo Técnico- Servicios de Hotelería- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.543574,-70.66104," ",1006,c(-70.6610402796851, -33.5435744000385)
"529","Liceos Técnicos Profesionales","9827",13,131,13109,"Metropolitana","Santiago","La Cisterna","Colegio Idop Limitada","Vicuna Mackenna 316","225 482 412","rafaelmundaca@colegioidop.cl","www.idop.cl"," "," "," ","URBANO","Particular Subvencionado","77065730","Colegio Idop Limitada"," ","Química Industrial- Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.543189,-70.661515," ",1007,c(-70.6615149499549, -33.5431886502359)
"530","Liceos Técnicos Profesionales","9693",13,131,13109,"Metropolitana","Santiago","La Cisterna","Liceo Politecnico Ciencia Y Tecnologia","Avenida Goycolea 469","225 584 253","liceociencia@cisterna.cl"," "," "," "," ","URBANO","Municipal","69072000","Ilustre Municipalidad De La Cisterna"," ","Administración- Electrónica- Química Industrial- Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.54134,-70.659706," ",1008,c(-70.6597061803959, -33.5413396701896)
"531","Liceos Técnicos Profesionales","9781",13,131,13109,"Metropolitana","Santiago","La Cisterna","Centro Politecnico Particular San Ramon","Americo Vespucio 555","225 967 809","iclaramuntv@gmail.com","www.politecnicosanramon.cl"," "," "," ","URBANO","Particular Subvencionado","76028415","Sociedad Educacional San Ramon Limitada"," ","Administración- Asistencia en Geología- Química Industrial- Telecomunicaciones- Gastronomía- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.539425,-70.657463," ",1009,c(-70.6574627900757, -33.5394249299165)
"532","Liceos Técnicos Profesionales","9754",13,131,13109,"Metropolitana","Santiago","La Cisterna","Instituto Comercial Particular La Cisterna","Avda Goycolea 210","225 586 691","inco1978@yahoo.es","www.fundacioneducacionalemaperezbravo.cl"," "," "," ","URBANO","Particular Subvencionado","72524100","Fundacion Educacional Ema Perez Bravo"," ","Contabilidad- Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.539377,-70.667975," ",1010,c(-70.6679750401159, -33.5393770302257)
"533","Liceos Técnicos Profesionales","9660",13,131,13131,"Metropolitana","Santiago","San Ramón","ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO","Bolivia 1574"," "," "," "," "," "," ","URBANO"," "," "," "," ","Contabilidad- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.538392,-70.646664," ",1011,c(-70.6466639998437, -33.5383920000907)
"534","Liceos Técnicos Profesionales","12652",13,131,13131,"Metropolitana","Santiago","San Ramón","COLEGIO SANTO DOMINGO SAVIO","Bolivia 1574"," "," "," "," "," "," ","URBANO"," "," "," "," ","Mecánica Industrial- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.538392,-70.646664," ",1012,c(-70.6466639998437, -33.5383920000907)
"535","Liceos Técnicos Profesionales","26384",13,131,13109,"Metropolitana","Santiago","La Cisterna","Colegio Tec. Prof. San Ramon La Cisterna","Alejandro Vial 8791","225 967 849","liceotppsanramon@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","76028402","Sociedad Educacional San Antonio Limitada"," ","Contabilidad- Administración- Química Industrial"," "," "," "," "," "," ",3," "," ",0,"1",-33.538218,-70.656805," ",1013,c(-70.6568049099186, -33.5382176503243)
"536","Liceos Técnicos Profesionales","9584",13,131,13131,"Metropolitana","Santiago","San Ramón","Liceo Comercial Vate Vicente Huidobro","Doñihue 2030","225 255 615","vatevicente@comeduc.cl","www.liceovvh.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","71499900","Fund. Nacional Del Comercio Para La Educacion"," ","Contabilidad- Administración- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.537613,-70.6365," ",1014,c(-70.6365002901562, -33.5376129398852)
"537","Liceos Técnicos Profesionales","9599",13,131,13131,"Metropolitana","Santiago","San Ramón","Liceo Municipal Purkuyen","Pje. Profesor David Catilao Riveros 8450","225 161 550","cepsanramon2002@yahoo.es","www.purkuyen.com"," "," "," ","URBANO","Municipal","69253900","Ilustre Municipalidad De San Ramon"," ","Administración- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.537295,-70.637323," ",1015,c(-70.6373231203657, -33.5372954998874)
"538","Liceos Técnicos Profesionales","9779",13,131,13109,"Metropolitana","Santiago","La Cisterna","Escuela Tecnica Santa Rosa","Blas Vial 8450","225 583 502","cestarosa2004@yahoo.com","www.cesantarosa.cl"," "," "," ","URBANO","Particular Subvencionado","79563200","Centro Educacional Santa Rosa Ltda"," ","Contabilidad- Electrónica- Elaboración Industrial de Alimentos- Gastronomía- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.534831,-70.654409," ",1016,c(-70.6544089001506, -33.534830860156)
"539","Liceos Técnicos Profesionales","9853",13,131,13116,"Metropolitana","Santiago","Lo Espejo","Colegio Poliv. Saint Trinity College","Nueve De Enero 2699","225 278 228","cfernandez.stc@gmail.com","sainttrinitycollege.cl"," "," "," ","URBANO","Particular Subvencionado","76112344","Sociedad  Saint Trinity Spa"," ","Administración- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.52989,-70.690002," ",1017,c(-70.6900016898261, -33.529889529778)
"540","Liceos Técnicos Profesionales","9784",13,131,13109,"Metropolitana","Santiago","La Cisterna","Liceo Polivalente La Cisterna N°1","Ignacio Echeverria 7990","229 337 425","liceopolivalentelc1@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","76583900","Sociedad Educacional Schott S.A."," ","Mecánica Automotriz- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.52883,-70.651562," ",1018,c(-70.651561599788, -33.5288296103981)
"541","Liceos Técnicos Profesionales","31065",13,131,13119,"Metropolitana","Santiago","Maipú","Liceo Tecnologico Enrique Kirberg B","Av Conquistador 1561","225 840 950","cbarrenechea@codeduc.cl","www.liceotecnologico.cl"," "," "," ","URBANO","Municipal","71309800","Corp.Munic.Serv.Y Des. Social Maipu."," ","Gráfica"," "," "," "," "," "," ",3," "," ",0,"1",-33.528244,-70.79683," ",1019,c(-70.7968300000044, -33.5282439997607)
"542","Liceos Técnicos Profesionales","9955",13,131,13119,"Metropolitana","Santiago","Maipú","Colegio Rosita Sanchez","Rio Eufrates 138","225 356 024","colegio@rositasanchez.cl","www.rositasanchez.cl"," "," "," ","URBANO","Particular Subvencionado","76161266","Colegio Rosita Sanchez Spa"," ","Administración- Dibujo Técnico"," "," "," "," "," "," ",3," "," ",0,"1",-33.52668,-70.771764," ",1020,c(-70.7717641301105, -33.5266797900402)
"543","Liceos Técnicos Profesionales","9646",13,131,13131,"Metropolitana","Santiago","San Ramón","Colegio Polivalente Francisco Ramirez","Santa Ana 1901","225 117 801","bertaubeda@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","78074240","Soc. Inst. Comercial Francisco Ramirez S.A."," ","Contabilidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.525466,-70.636939," ",1021,c(-70.6369392798239, -33.5254658896391)
"544","Liceos Técnicos Profesionales","26372",13,131,13116,"Metropolitana","Santiago","Lo Espejo","ESCUELA BASICA SAN LUCAS DE LO ESPEJO","Pedro Lira"," "," "," "," "," "," ","URBANO"," "," "," "," ","Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.524769,-70.702957," ",1022,c(-70.7029570003652, -33.5247689995896)
"545","Liceos Técnicos Profesionales","9582",13,131,13111,"Metropolitana","Santiago","La Granja","Liceo Polivalente Francisco Frias V.","Avenida.Santa Rosa 6740","225 111 792","liceo.fcofrias@yahoo.cl"," "," "," "," ","URBANO","Municipal","69072400","Ilustre Municipalidad De La Granja"," ","Construcciones Metálicas- Gastronomía"," "," "," "," "," "," ",3," "," ",0,"1",-33.524319,-70.63572," ",1023,c(-70.6357204196616, -33.5243192297486)
"546","Liceos Técnicos Profesionales","2066",5,56,5603,"Valparaíso","San Antonio","Cartagena","Liceo Eugenia Subercaseaux","Fernando Calvo 340","352 459 468","liceoeugeniasubercaseaux@gmail.com"," "," "," "," ","URBANO","Municipal","69073600","Ilustre Municipalidad De Cartagena"," ","Refrigeración y Climatización"," "," "," "," "," "," ",3," "," ",0,"1",-33.523949,-71.598463," ",1024,c(-71.5984629999674, -33.523949000446)
"547","Liceos Técnicos Profesionales","9377",13,131,13110,"Metropolitana","Santiago","La Florida","Colegio Poliv. Vicente Valdes","Walker Martínez 25","222 853 547","colegiovicentevaldes@ceas.cl","www.colegiovicentevaldes.cl"," "," "," ","URBANO","Particular Subvencionado","71944500","Corp. Educacional Arzobispado De Santiago"," ","Contabilidad- Mecánica Automotriz- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.522919,-70.597429," ",1025,c(-70.5974289803631, -33.5229193504476)
"548","Liceos Técnicos Profesionales","25258",13,131,13119,"Metropolitana","Santiago","Maipú","Colegio Poliv. Santa Cecilia De Maipu","El Rey 730","225 318 694","ceciliamasias2016@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","77341010","Sociedad Educacional Santa Cecilia Ltda"," ","Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.521681,-70.770946," ",1026,c(-70.7709456202442, -33.5216811395729)
"549","Liceos Técnicos Profesionales","9860",13,131,13109,"Metropolitana","Santiago","La Cisterna","Liceo Industrial De Electrotecnia Ramon B","General Freire 101","225 113 485","iverdugo@liceosofofa.cl","www.liceorbl.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","70417500","Corporación De Capacitación Y Empleo Sofofa"," ","Electricidad- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-33.521198,-70.658222," ",1027,c(-70.6582221101622, -33.521198030065)
"550","Liceos Técnicos Profesionales","9608",13,131,13131,"Metropolitana","Santiago","San Ramón","Centro Educacional Mirador","Av. Mirador 1470","225 251 048","centromirador@gmail.com","cemi.cl"," "," "," ","URBANO","Municipal","69253900","Ilustre Municipalidad De San Ramon"," ","Electrónica- Gastronomía- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.51935,-70.641093," ",1028,c(-70.6410927096608, -33.5193500401722)
"551","Liceos Técnicos Profesionales","9292",13,131,13110,"Metropolitana","Santiago","La Florida","Complejo Educ. Municipal Carden.A.Samore","Yokohama 6865","224 019 273","dpincheira@comudef.cl"," "," "," "," ","URBANO","Municipal","70933700","Corp.Municipal De Educacion-La Florida"," ","Contabilidad- Administración- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-33.518247,-70.59285," ",1029,c(-70.5928499202876, -33.5182466502627)
"552","Liceos Técnicos Profesionales","25950",13,131,13110,"Metropolitana","Santiago","La Florida","Colegio Semper Altius","Maria Angelica 3981","225 131 871","colegio_semper_altius@yahoo.com"," "," "," "," ","URBANO","Particular Subvencionado","96673380","Sociedad Colegio Jorge Prieto Letelier"," ","Electricidad- Telecomunicaciones- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.517293,-70.554309," ",1030,c(-70.5543085899694, -33.5172926899057)
"553","Liceos Técnicos Profesionales","9887",13,131,13119,"Metropolitana","Santiago","Maipú","Escuela El Llano De Maipu","Las Acacias 535","225 859 280","monica.donoso@codeduc.cl"," "," "," "," ","URBANO","Municipal","71309800","Corp.Munic.Serv.Y Des. Social Maipu."," ","Instalaciones Sanitarias"," "," "," "," "," "," ",3," "," ",0,"1",-33.516574,-70.750082," ",1031,c(-70.7500819998843, -33.5165740002898)
"554","Liceos Técnicos Profesionales","11883",13,135,13504,"Metropolitana","Melipilla","María Pinto","Liceo Municipal Polivalente Maria Pinto","Baracaldo, Parcela 1 S/N","228 354 047","limupo@yahoo.es"," "," "," "," ","URBANO","Municipal","70882100","Corporacion Municipal De Maria Pinto"," ","Administración- Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-33.516491,-71.124043," ",1032,c(-71.1240429997846, -33.5164910000595)
"555","Liceos Técnicos Profesionales","11936",13,131,13119,"Metropolitana","Santiago","Maipú","Colegio Jacques Cousteau","Av. Las Naciones 1620","229 422 562","colegiojacquescousteau@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","96673380","Sociedad Colegio Jorge Prieto Letelier"," ","Química Industrial"," "," "," "," "," "," ",3," "," ",0,"1",-33.51625,-70.785844," ",1033,c(-70.7858444700462, -33.5162503396814)
"556","Liceos Técnicos Profesionales","9981",13,131,13119,"Metropolitana","Santiago","Maipú","Liceo Industrial Domingo Matte Perez","Cuatro Alamos 215","225 310 542","liceodomingomatteperez@liceosofofa.cl","www.liceodmp.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","70417500","Corporación De Capacitación Y Empleo Sofofa"," ","Mecánica Automotriz- Química Industrial"," "," "," "," "," "," ",3," "," ",0,"1",-33.516112,-70.754202," ",1034,c(-70.7542024398907, -33.516111790127)
"557","Liceos Técnicos Profesionales","9489",13,131,13130,"Metropolitana","Santiago","San Miguel","Liceo Comercial Javiera Y J L Carrera N1","Sebastopol 521","225 264 062","gisellasalas@jjlcarrera.cl","www.jjlcarrera.cl"," "," "," ","URBANO","Particular Subvencionado","7017255","Ricardo Francisco Araya Olivares"," ","Contabilidad- Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.516013,-70.63772," ",1035,c(-70.6377203599067, -33.5160129501375)
"558","Liceos Técnicos Profesionales","26292",13,131,13110,"Metropolitana","Santiago","La Florida","Liceo Polivalente Municipal De La Florida","Avenida El Parque 1740","224 010 807","edultp@comudef.cl"," "," "," "," ","URBANO","Municipal","70933700","Corp.Municipal De Educacion-La Florida"," ","Servicio de Turismo- Servicios de Hotelería- Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.515721,-70.58502," ",1036,c(-70.5850196599293, -33.5157210895566)
"559","Liceos Técnicos Profesionales","9909",13,131,13119,"Metropolitana","Santiago","Maipú","Centro Educacional Piamartino Carolina Llona De Cuevas","San Jose 577","225 314 124","cepcarolinallonamaipu@gmail.com","www.colegiocarolinallona.cl"," "," "," ","URBANO","Particular Subvencionado","72725600","Fundacion Juan Piamarta"," ","Administración- Electricidad- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.515185,-70.764268," ",1037,c(-70.7642676998944, -33.5151854002859)
"560","Liceos Técnicos Profesionales","9810",13,131,13116,"Metropolitana","Santiago","Lo Espejo","Liceo Politecnico Part.Sagrado Corazon","Huasco 7147","225 211 090","ceneducsc@gmail.com","www.sagradocorazonclaraestrella.cl"," "," "," ","URBANO","Particular Subvencionado","65068370","Corporacion Educacional Aprender"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.514823,-70.680081," ",1038,c(-70.6800807800039, -33.514823450142)
"561","Liceos Técnicos Profesionales","25368",13,131,13119,"Metropolitana","Santiago","Maipú","Colegio Part. Cardenal Carlos Oviedo Cavada","Agua Santa 2800 2800","225 140 400","coviedocavada@beleneduca.cl"," "," "," "," ","URBANO","Particular Subvencionado","74805100","Fundacion Educacion Belen"," ","Administración- Telecomunicaciones- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.513694,-70.795152," ",1039,c(-70.7951524199482, -33.5136939996783)
"562","Liceos Técnicos Profesionales","9288",13,131,13110,"Metropolitana","Santiago","La Florida","Liceo Nuevo Amanecer","Volcan Calbuco 5850","224 019 230","edunuevoamanecer@comudef.cl"," "," "," "," ","URBANO","Municipal","70933700","Corp.Municipal De Educacion-La Florida"," ","Atención de Enfermería- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.513437,-70.567342," ",1040,c(-70.567342000333, -33.5134370004172)
"563","Liceos Técnicos Profesionales","9697",13,131,13116,"Metropolitana","Santiago","Lo Espejo","Liceo Polivalente","Ines De Suarez 6970","224 856 904","polivalente133@yahoo.es"," "," "," "," ","URBANO","Municipal","69255100","Ilustre Municipalidad De Lo Espejo"," ","Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.51331,-70.682958," ",1041,c(-70.6829584900423, -33.5133103803697)
"564","Liceos Técnicos Profesionales","9917",13,131,13119,"Metropolitana","Santiago","Maipú","Colegio Polivalente Patricio Mekis","Av. El Olimpo 2088","225 321 019","cpmekis@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","76079021","Sociedad Eduacional  Patricio Mekis Ltda"," ","Contabilidad- Asistencia en Geología- Telecomunicaciones- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.51055,-70.775843," ",1042,c(-70.7758428397752, -33.5105500498449)
